00:00:00.000,00:00:03.000,"Empresses in the Palace—the Legend of Zhen Huan
Adapted from the novel by Liu Lian Zi",00:00:00.000,00:00:03.000,"Empresses in the Palace—the Legend of Zhen Huan
Adopted from the novel by Liu Lian Zi"
00:00:03.000,00:00:09.000,"Translators: The Magpie Bridge Brigade 鹊桥小队翻译组
Subscription: liberapay.com/ZHZSubbers
Twitter/FB/IG @BrigadeMagpie 公众号/微博: 鹊桥小队翻译组",00:00:03.000,00:00:09.000,"[contact translators] carsenwei@yahoo.com
[subtitles subscription] liberapay.com/ZHZSubbers"
00:00:09.000,00:00:11.000,Theme: Unfortunate Love,00:00:09.000,00:00:11.000,Theme: Unfortunate Love
00:00:13.000,00:00:37.000,"Perturbed by the thoughts on my mind
no matter how hard I try to sever my love.",00:00:13.000,00:00:37.000,"Perturbed by the thoughts on my mind
no matter how hard I try to sever my love."
00:00:37.000,00:00:47.000,"I could give away my crown for the beauty by my side,",00:00:37.000,00:00:47.000,"I could give away my crown for the beauty by my side,"
00:00:48.000,00:00:59.000,"but the wheel of fortune turns weals into woes,
and woes into weals.",00:00:48.000,00:00:59.000,"but the wheel of fortune turns weals into woes,
and woes into weals."
00:00:59.000,00:01:11.000,"No one is the master of their own destiny,
the vicissitudes throughout their life.",00:00:59.000,00:01:11.000,"No one is the master of their own destiny,
the vicissitudes throughout their life."
00:01:11.000,00:01:22.000,"For the lovers of all time,
who can break the spell of romance?",00:01:11.000,00:01:22.000,"For the lovers of all time,
who can break the spell of romance?"
00:01:22.000,00:01:34.000,"I could give away my crown for the beauty by my side,",00:01:22.000,00:01:34.000,"I could give away my crown for the beauty by my side,"
00:01:34.000,00:01:41.000,"but the wheel of fortune turns weals into woes,
and woes into weals.",00:01:34.000,00:01:41.000,"but the wheel of fortune turns weals into woes,
and woes into weals."
00:01:45.000,00:01:56.000,"No one is the master of their own destiny,
the vicissitudes throughout their life.",00:01:45.000,00:01:56.000,"No one is the master of their own destiny,
the vicissitudes throughout their life."
00:01:56.000,00:02:07.000,"For the lovers of all time,
who can break the spell of romance?",00:01:56.000,00:02:07.000,"For the lovers of all time,
who can break the spell of romance?"
00:02:08.000,00:02:17.000,Who can break the spell of romance?,00:02:08.000,00:02:17.000,Who can break the spell of romance?
00:02:17.000,00:02:22.000,"Translators: The Magpie Bridge Brigade 鹊桥小队翻译组
Subscription: liberapay.com/ZHZSubbers
Twitter/FB/IG @BrigadeMagpie 公众号/微博: 鹊桥小队翻译组",00:02:17.000,00:02:22.000,"[contact translators] carsenwei@yahoo.com
[subtitles subscription] liberapay.com/ZHZSubbers"
00:02:22.640,00:02:23.470,莞贵人,,,
00:02:24.440,00:02:26.510,这夜深霜重的你怎么也来了,00:02:23.240,00:02:27.300,"Lady Sourire, what brings you here on this frosty night?"
00:02:27.080,00:02:28.390,正因夜深霜浓,,,
00:02:29.040,00:02:30.550,陵容妹妹独步难行,00:02:27.740,00:02:31.660,"The heavy frost makes it hard for Lingrong to walk alone,"
00:02:30.840,00:02:33.190,所以臣妾特来与妹妹做伴,00:02:32.020,00:02:34.560,so I came to accompany her.
00:02:33.800,00:02:35.030,姐姐琴技高妙,,,
00:02:35.560,00:02:37.390,臣妾恐清歌单调,00:02:34.940,00:02:36.820,Sourire is an excellent zither player.
00:02:38.000,00:02:40.110,所以特邀姐姐同来,00:02:36.820,00:02:41.020,I invited her for fear that my singing would be monotonous.
00:02:44.680,00:02:46.790,琴曲相合自然是最好的了,00:02:45.880,00:02:48.760,Singing accompanied by the zither is naturally the best.
00:02:49.280,00:02:50.430,难为莞贵人了,00:02:50.340,00:02:52.040,It's very kind of Lady Sourire to make the trip.
00:02:51.440,00:02:53.950,不知华妃娘娘喜欢听什么,00:02:52.640,00:02:55.540,I wonder what songs Your Highness would like to hear.
00:02:56.440,00:02:59.630,花好月圆人长久 今夜良宵,00:02:57.020,00:03:00.880,"We would offer good wishes on a such beautiful night
with blooming flowers and a full moon."
00:03:01.200,00:03:04.430,就唱支情意缠绵的曲子吧,00:03:02.440,00:03:05.740,Sing a song about the fondness of love.
00:03:13.000,00:03:13.670,是,00:03:14.180,00:03:15.140,Yes.
00:03:28.720,00:03:39.350,小山重迭金明灭,00:03:30.340,00:03:41.060,"As sunlight streams through the bedside folding screen,"
00:03:40.160,00:03:51.030,鬓云欲度香腮雪,00:03:41.060,00:03:50.440,her hair at the temples curls over her snow-white cheeks.
00:03:51.600,00:03:57.070,懒起画娥眉,00:03:52.660,00:03:58.120,"Sleepily she paints her eyebrows slim,"
00:03:57.320,00:04:02.590,弄妆梳洗迟,00:03:58.800,00:04:03.240,taking her time to dress and rinse.
00:04:03.040,00:04:08.350,照花前后镜,00:04:04.280,00:04:09.080,"When she puts on a flower between mirrors,"
00:04:08.640,00:04:14.110,花面交相映,00:04:09.480,00:04:14.300,to tell her face from the flower is difficult.
00:04:14.400,00:04:19.790,新帖绣罗襦,00:04:15.820,00:04:20.880,The new patch on her brocade vest
00:04:20.040,00:04:25.510,双双金鹧鸪,00:04:21.280,00:04:26.200,is two love birds in gold thread.
