00:00:00.000,00:00:03.000,"Empresses in the Palace—the Legend of Zhen Huan
Adapted from the novel by Liu Lian Zi",00:00:00.000,00:00:03.000,"Empresses in the Palace—the Legend of Zhen Huan
Adopted from the novel by Liu Lian Zi"
00:00:03.000,00:00:09.000,"[contact translators] carsenwei@yahoo.com
[subtitles subscription] liberapay.com/ZHZSubbers",00:00:03.000,00:00:09.000,"[contact translators] carsenwei@yahoo.com
[subtitles subscription] liberapay.com/ZHZSubbers"
00:00:09.000,00:00:11.000,Theme: Unfortunate Love,00:00:09.000,00:00:11.000,Theme: Unfortunate Love
00:00:13.000,00:00:37.000,"Perturbed by the thoughts on my mind
no matter how hard I try to sever my love.",00:00:13.000,00:00:37.000,"Perturbed by the thoughts on my mind
no matter how hard I try to sever my love."
00:00:37.000,00:00:47.000,"I could give away my crown for the beauty by my side,",00:00:37.000,00:00:47.000,"I could give away my crown for the beauty by my side,"
00:00:48.000,00:00:59.000,"but the wheel of fortune turns weals into woes,
and woes into weals.",00:00:48.000,00:00:59.000,"but the wheel of fortune turns weals into woes,
and woes into weals."
00:00:59.000,00:01:11.000,"No one is the master of their own destiny,
the vicissitudes throughout their life.",00:00:59.000,00:01:11.000,"No one is the master of their own destiny,
the vicissitudes throughout their life."
00:01:11.000,00:01:22.000,"For the lovers of all time,
who can break the spell of romance?",00:01:11.000,00:01:22.000,"For the lovers of all time,
who can break the spell of romance?"
00:01:22.000,00:01:34.000,"I could give away my crown for the beauty by my side,",00:01:22.000,00:01:34.000,"I could give away my crown for the beauty by my side,"
00:01:34.000,00:01:41.000,"but the wheel of fortune turns weals into woes,
and woes into weals.",00:01:34.000,00:01:41.000,"but the wheel of fortune turns weals into woes,
and woes into weals."
00:01:45.000,00:01:56.000,"No one is the master of their own destiny,
the vicissitudes throughout their life.",00:01:45.000,00:01:56.000,"No one is the master of their own destiny,
the vicissitudes throughout their life."
00:01:56.000,00:02:07.000,"For the lovers of all time,
who can break the spell of romance?",00:01:56.000,00:02:07.000,"For the lovers of all time,
who can break the spell of romance?"
00:02:08.000,00:02:17.000,Who can break the spell of romance?,00:02:08.000,00:02:16.500,Who can break the spell of romance?
00:02:17.000,00:02:22.000,"[contact translators] carsenwei@yahoo.com
[subtitles subscription] liberapay.com/ZHZSubbers",00:02:17.000,00:02:22.760,"[contact translators] carsenwei@yahoo.com
[subtitles subscription] liberapay.com/ZHZSubbers"
00:02:23.000,00:02:25.630,皇上驾到,00:02:24.000,00:02:26.980,His Majesty the Emperor.
00:02:36.880,00:02:37.630,都起来吧,,,
00:02:38.680,00:02:39.550,谢皇上,00:02:38.020,00:02:39.560,All rise.
00:02:41.560,00:02:42.550,什么事这样吵,00:02:39.760,00:02:41.600,I thank Your Majesty.
00:02:43.280,00:02:44.950,臣妾早闻有人违抗圣旨,00:02:42.240,00:02:44.260,What's going on?
00:02:45.360,00:02:46.350,所以特来彻查,00:02:44.420,00:02:47.560,"I heard that someone defied Your Majesty's decree,
so I came to request a thorough investigation."
00:02:53.040,00:02:54.270,皇上吉祥,00:02:53.860,00:02:56.700,Peace to Your Majesty.
00:02:57.760,00:02:58.670,你怎么也在这儿,00:02:58.440,00:03:00.580,What brought you here?
00:03:00.360,00:03:02.470,陪敬嫔娘娘在里头说话呢,00:03:01.340,00:03:04.940,I was chatting with Concubine Estime in the chamber.
00:03:06.800,00:03:09.030,华妃娘娘万福金安,00:03:08.040,00:03:10.600,Grace and peace to Your Highness.
00:03:11.320,00:03:12.190,你怎么在这儿,00:03:12.460,00:03:14.440,Why are you here?
00:03:13.880,00:03:15.550,否则嫔妾该在哪里啊,00:03:15.040,00:03:17.340,"Your Highness, where else should I be?"
00:03:17.880,00:03:20.150,嫔妾在和敬嫔娘娘做伴呢,00:03:19.120,00:03:22.060,I came to visit Concubine Estime.
00:03:28.120,00:03:29.830,小主叫奴婢好找,,,
00:03:30.520,00:03:32.790,原来是去了敬嫔娘娘这里啊,00:03:29.160,00:03:33.980,"We were looking for you, My Lady.
It turns out that you went to Her Highness's."
00:03:33.520,00:03:35.950,小主交代的送给沈答应的东西,,,
00:03:36.600,00:03:37.830,奴婢已经送来了,00:03:34.680,00:03:39.540,"I have delivered the packages you required
to be sent to Companion Shen, My Lady."
00:03:40.080,00:03:42.670,方才在敬嫔殿里听得好大的阵仗,00:03:41.240,00:03:44.340,I heard a large procession coming towards Concubine Estime's palace.
