00:00:00.000,00:00:03.000,"Empresses in the Palace—the Legend of Zhen Huan
Adapted from the novel by Liu Lian Zi",00:00:00.000,00:00:03.000,"Empresses in the Palace—the Legend of Zhen Huan
Adapted from the novel by Liu Lian Zi"
00:00:03.000,00:00:09.000,"[contact translators] carsenwei@yahoo.com
[subtitles subscription] liberapay.com/ZHZSubbers",00:00:03.000,00:00:08.780,"Translators: The Magpie Bridge Brigade 鹊桥小队翻译组
Subscription: liberapay.com/ZHZSubbers
Twitter/FB/IG @BrigadeMagpie 公众号/微博: 鹊桥小队翻译组"
00:00:09.000,00:00:11.000,Theme: Unfortunate Love,00:00:09.000,00:00:11.000,Theme: Unfortunate Love
00:00:13.000,00:00:37.000,"Perturbed by the thoughts on my mind
no matter how hard I try to sever my love.",00:00:13.000,00:00:37.000,"Perturbed by the thoughts on my mind
no matter how hard I try to sever my love."
00:00:37.000,00:00:47.000,"I could give away my crown for the beauty by my side,",00:00:37.000,00:00:47.000,"I could give away my crown for the beauty by my side,"
00:00:48.000,00:00:59.000,"but the wheel of fortune turns weals into woes,
and woes into weals.",00:00:48.000,00:00:59.000,"but the wheel of fortune turns weals into woes,
and woes into weals."
00:00:59.000,00:01:11.000,"No one is the master of their own destiny,
the vicissitudes throughout their life.",00:00:59.000,00:01:11.000,"No one is the master of their own destiny,
the vicissitudes throughout their life."
00:01:11.000,00:01:22.000,"For the lovers of all time,
who can break the spell of romance?",00:01:11.000,00:01:22.000,"For the lovers of all time,
who can break the spell of romance?"
00:01:22.000,00:01:34.000,"I could give away my crown for the beauty by my side,",00:01:22.000,00:01:34.000,"I could give away my crown for the beauty by my side,"
00:01:34.000,00:01:41.000,"but the wheel of fortune turns weals into woes,
and woes into weals.",00:01:34.000,00:01:41.000,"but the wheel of fortune turns weals into woes,
and woes into weals."
00:01:45.000,00:01:56.000,"No one is the master of their own destiny,
the vicissitudes throughout their life.",00:01:45.000,00:01:56.000,"No one is the master of their own destiny,
the vicissitudes throughout their life."
00:01:56.000,00:02:07.000,"For the lovers of all time,
who can break the spell of romance?",00:01:56.000,00:02:07.000,"For the lovers of all time,
who can break the spell of romance?"
00:02:08.000,00:02:17.000,Who can break the spell of romance?,00:02:08.000,00:02:17.000,Who can break the spell of romance?
00:02:17.000,00:02:22.000,"[contact translators] carsenwei@yahoo.com
[subtitles subscription] liberapay.com/ZHZSubbers",00:02:17.000,00:02:22.000,"Translators: The Magpie Bridge Brigade 鹊桥小队翻译组
Subscription: liberapay.com/ZHZSubbers
Twitter/FB/IG @BrigadeMagpie 公众号/微博: 鹊桥小队翻译组"
00:02:21.680,00:02:23.670,富察贵人遭此横祸,,,
00:02:23.880,00:02:25.350,是因为她腹中的孩子,00:02:22.860,00:02:26.480,This accident occurred to Lady Fuca because she was with child.
00:02:26.160,00:02:28.190,现在她腹中的孩子没有了,00:02:27.340,00:02:29.460,Now she has lost her child
00:02:28.800,00:02:31.550,而你却有了,00:02:29.940,00:02:32.700,while you just got pregnant.
00:02:33.080,00:02:34.590,嫔妾多谢娘娘提醒,00:02:34.220,00:02:36.460,I appreciate Your Highness's kind concern.
00:02:37.280,00:02:38.420,幼子无辜,00:02:38.480,00:02:40.100,An innocent child has died.
00:02:39.400,00:02:43.150,这孩子呀 都是父母的心血精华,00:02:40.600,00:02:44.220,Parents put their heart and soul into raising their child.
00:02:44.480,00:02:46.750,本宫看着也是不忍心,00:02:45.680,00:02:47.920,I couldn't bear to see another child die.
00:02:47.360,00:02:49.510,就当给这个孩子积福吧,00:02:48.460,00:02:51.020,I hope your child will be more blessed by Heaven.
00:02:55.200,00:02:57.660,嫔妾多谢娘娘对腹中胎儿的垂怜,00:02:56.280,00:02:58.620,I thank Your Highness for your caring and compassionate words.
00:02:57.920,00:03:00.110,快快 这是如何 快快请起,00:02:58.700,00:03:01.320,"No, no. Please rise."
00:03:03.400,00:03:06.710,我既然说了 那我就再多说一句,00:03:04.520,00:03:07.860,"Since I am here, I have one more thing to say."
00:03:07.200,00:03:10.110,曹琴默是比华妃更难缠的人,00:03:08.300,00:03:11.700,Cao Qinmo is even more difficult to deal with than Consort Fleur.
00:03:11.600,00:03:13.390,此人蕴锋刃于无形,00:03:12.800,00:03:14.980,"She ""hides daggers behind smiles""."
00:03:14.240,00:03:16.350,我数次都险些吃了她的暗亏,00:03:15.320,00:03:17.860,I almost fell into the traps she laid a few times.
00:03:17.520,00:03:18.990,华妃若是猛虎,00:03:18.780,00:03:20.560,"If Consort Fleur is a fierce tiger,"
00:03:19.600,00:03:21.900,曹琴默就是猛虎上的利爪,00:03:20.840,00:03:23.500,Cao Qinmo is the tiger's sharp claws.
00:03:22.840,00:03:25.790,不过 你要知道锋刃在谁的手中,00:03:24.040,00:03:26.820,"But as long as you know where the daggers come from,"
00:03:26.000,00:03:27.190,就能小心避开,00:03:27.000,00:03:29.000,you will be able to avoid them.
